14716,-2.88,15
2356,-0.96,40
2357,-0.96,15
2456,-0.96,15
2465,-0.96,40
3001,-0.96,15
3002,-0.96,15
3003,-0.96,15
3004,-0.96,15
3005,-0.96,15
3006,-0.96,40
3007,-0.96,40
30072,-0.96,60
3008,-0.96,15
3009,-0.96,15
3010,-0.96,15
30144,-2.88,15
30145,-2.88,15
30400,-0.96,40
3065,-0.96,15
3066,-0.96,15
3067,-0.96,15
3245a,-1.92,15
3245b,-1.92,15
3622,-0.96,15
3754,-4.8,15
3755,-4.8,15
4201,-0.96,40
4202,-0.96,40
4204,-0.96,40
6111,-0.96,40
6112,-0.96,40
6212,-0.96,40
6213,-2.88,40
